time,expected_voltage,actual_voltage
36.127000,0.480000,0.479226
36.128000,0.480000,0.480789
36.129000,0.480000,0.477664
36.130000,0.480000,0.481726
36.131000,0.480000,0.480476
36.132000,0.480000,0.480476
36.133000,0.480000,0.479226
36.134000,0.480000,0.480164
36.135000,0.480000,0.479851
36.136000,0.480000,0.482351
36.137000,0.480000,0.477664
36.138000,0.480000,0.480164
36.139000,0.480000,0.481414
36.140000,0.480000,0.480476
36.141000,0.480000,0.478914
36.142000,0.480000,0.478601
36.143000,0.480000,0.480476
36.144000,0.480000,0.482351
36.145000,0.480000,0.479539
36.146000,0.480000,0.480789
36.147000,0.480000,0.480476
36.148000,0.480000,0.527664
36.149000,0.480000,0.530789
36.150000,0.530000,0.529227
36.151000,0.530000,0.529852
36.152000,0.530000,0.530477
36.153000,0.530000,0.530477
36.154000,0.530000,0.530477
36.155000,0.530000,0.531102
36.156000,0.530000,0.530789
36.157000,0.530000,0.532664
36.158000,0.530000,0.530164
36.159000,0.530000,0.532352
36.160000,0.530000,0.531727
36.161000,0.530000,0.532352
36.162000,0.530000,0.529539
36.163000,0.530000,0.528602
36.164000,0.530000,0.531414
36.165000,0.530000,0.529539
36.166000,0.530000,0.531727
36.167000,0.530000,0.531414
36.168000,0.530000,0.529852
36.169000,0.530000,0.531414
36.170000,0.530000,0.530789
36.171000,0.530000,0.531727
36.172000,0.530000,0.531102
36.173000,0.530000,0.530164
36.174000,0.530000,0.531102
36.175000,0.530000,0.532664
36.176000,0.530000,0.530789
36.177000,0.530000,0.531414
36.178000,0.530000,0.531727
36.179000,0.530000,0.530164
36.180000,0.530000,0.529539
36.181000,0.530000,0.530789
36.182000,0.530000,0.531414
36.183000,0.530000,0.530789
36.184000,0.530000,0.531414
36.185000,0.530000,0.529852
36.186000,0.530000,0.530789
