time,voltage
0.000000000000000000e+00,-4.166157245635986328e+00
1.000000000000000021e-03,-4.077405929565429688e+00
2.000000000000000042e-03,-4.063655853271484375e+00
3.000000000000000062e-03,-4.048030376434326172e+00
4.000000000000000083e-03,-5.780869483947753906e+00
5.000000000000000104e-03,-6.864635944366455078e+00
6.000000000000000125e-03,-7.355580806732177734e+00
7.000000000000000146e-03,-7.603397369384765625e+00
8.000000000000000167e-03,-7.725274085998535156e+00
8.999999999999999320e-03,-7.761524677276611328e+00
1.000000000000000021e-02,-7.734336853027343750e+00
1.099999999999999936e-02,-7.607460021972656250e+00
1.200000000000000025e-02,-7.543396472930908203e+00
1.299999999999999940e-02,-7.481520175933837891e+00
1.400000000000000029e-02,-7.402144432067871094e+00
1.499999999999999944e-02,-7.305892944335937500e+00
1.600000000000000033e-02,-7.189328670501708984e+00
1.700000000000000122e-02,-7.111827373504638672e+00
1.799999999999999864e-02,-6.979012966156005859e+00
1.899999999999999953e-02,-6.853073120117187500e+00
2.000000000000000042e-02,-6.691820621490478516e+00
2.100000000000000130e-02,-6.503067970275878906e+00
2.199999999999999872e-02,-6.383066177368164062e+00
2.299999999999999961e-02,-6.271189212799072266e+00
2.400000000000000050e-02,-6.160250186920166016e+00
2.500000000000000139e-02,-6.053686141967773438e+00
2.599999999999999881e-02,-5.943996906280517578e+00
2.699999999999999969e-02,-5.848370552062988281e+00
2.800000000000000058e-02,-5.750244140625000000e+00
2.900000000000000147e-02,-5.653992652893066406e+00
2.999999999999999889e-02,-5.554303646087646484e+00
3.099999999999999978e-02,-5.389300823211669922e+00
3.200000000000000067e-02,-5.325550079345703125e+00
3.300000000000000155e-02,-5.276174068450927734e+00
3.400000000000000244e-02,-5.229923725128173828e+00
3.500000000000000333e-02,-5.187735557556152344e+00
3.599999999999999728e-02,-5.123359203338623047e+00
3.699999999999999817e-02,-5.102734088897705078e+00
3.799999999999999906e-02,-5.037733078002929688e+00
3.899999999999999994e-02,-4.976794719696044922e+00
4.000000000000000083e-02,-4.890230655670166016e+00
4.100000000000000172e-02,-4.767728805541992188e+00
4.200000000000000261e-02,-4.723040580749511719e+00
4.299999999999999656e-02,-4.676477432250976562e+00
4.399999999999999745e-02,-4.638351917266845703e+00
4.499999999999999833e-02,-4.594601154327392578e+00
4.599999999999999922e-02,-4.547100543975830078e+00
4.700000000000000011e-02,-4.508037567138671875e+00
4.800000000000000100e-02,-4.468661785125732422e+00
4.900000000000000189e-02,-4.432723999023437500e+00
5.000000000000000278e-02,-4.378035545349121094e+00
5.099999999999999672e-02,-4.265846252441406250e+00
5.199999999999999761e-02,-4.245846271514892578e+00
5.299999999999999850e-02,-4.241158485412597656e+00
5.399999999999999939e-02,-4.244908332824707031e+00
5.500000000000000028e-02,-4.233658313751220703e+00
5.600000000000000117e-02,-4.210220336914062500e+00
5.700000000000000205e-02,-4.222095489501953125e+00
5.800000000000000294e-02,-4.191157817840576172e+00
5.899999999999999689e-02,-4.161469936370849609e+00
5.999999999999999778e-02,-4.104281425476074219e+00
6.099999999999999867e-02,-4.007717609405517578e+00
6.199999999999999956e-02,-3.988342046737670898e+00
6.300000000000000044e-02,-3.972716808319091797e+00
6.400000000000000133e-02,-3.949591398239135742e+00
6.500000000000000222e-02,-3.931153774261474609e+00
6.600000000000000311e-02,-3.908340930938720703e+00
6.700000000000000400e-02,-3.884590625762939453e+00
6.800000000000000488e-02,-3.867715358734130859e+00
6.900000000000000577e-02,-3.845214843750000000e+00
7.000000000000000666e-02,-3.813652038574218750e+00
7.099999999999999367e-02,-3.713650465011596680e+00
7.199999999999999456e-02,-3.712087869644165039e+00
7.299999999999999545e-02,-3.719275474548339844e+00
7.399999999999999634e-02,-3.735838174819946289e+00
7.499999999999999722e-02,-3.742400884628295898e+00
7.599999999999999811e-02,-3.728650569915771484e+00
7.699999999999999900e-02,-3.751151084899902344e+00
7.799999999999999989e-02,-3.735213279724121094e+00
7.900000000000000078e-02,-3.709900379180908203e+00
8.000000000000000167e-02,-3.665524721145629883e+00
8.100000000000000255e-02,-3.583961009979248047e+00
8.200000000000000344e-02,-3.570210695266723633e+00
8.300000000000000433e-02,-3.562085628509521484e+00
8.400000000000000522e-02,-3.550210475921630859e+00
8.500000000000000611e-02,-3.542397737503051758e+00
8.599999999999999312e-02,-3.526147603988647461e+00
8.699999999999999400e-02,-3.513959884643554688e+00
8.799999999999999489e-02,-3.501459598541259766e+00
8.899999999999999578e-02,-3.484584331512451172e+00
8.999999999999999667e-02,-3.463021516799926758e+00
9.099999999999999756e-02,-3.367395162582397461e+00
9.199999999999999845e-02,-3.372082710266113281e+00
9.299999999999999933e-02,-3.390208005905151367e+00
9.400000000000000022e-02,-3.409583330154418945e+00
9.500000000000000111e-02,-3.416145801544189453e+00
9.600000000000000200e-02,-3.414583444595336914e+00
9.700000000000000289e-02,-3.441771268844604492e+00
9.800000000000000377e-02,-3.426146030426025391e+00
9.900000000000000466e-02,-3.407395839691162109e+00
1.000000000000000056e-01,-3.369895219802856445e+00
1.010000000000000064e-01,-3.287081480026245117e+00
1.019999999999999934e-01,-3.279893875122070312e+00
1.029999999999999943e-01,-3.278018712997436523e+00
1.039999999999999952e-01,-3.269893646240234375e+00
1.049999999999999961e-01,-3.265206098556518555e+00
1.059999999999999970e-01,-3.252080917358398438e+00
1.069999999999999979e-01,-3.244580745697021484e+00
1.079999999999999988e-01,-3.234893083572387695e+00
1.089999999999999997e-01,-3.224892854690551758e+00
1.100000000000000006e-01,-3.205517768859863281e+00
1.110000000000000014e-01,-3.114891290664672852e+00
1.120000000000000023e-01,-3.122703790664672852e+00
1.130000000000000032e-01,-3.140204191207885742e+00
1.140000000000000041e-01,-3.168017148971557617e+00
1.150000000000000050e-01,-3.180829763412475586e+00
1.160000000000000059e-01,-3.174267292022705078e+00
1.170000000000000068e-01,-3.207705259323120117e+00
1.179999999999999938e-01,-3.191454887390136719e+00
1.189999999999999947e-01,-3.178329706192016602e+00
1.199999999999999956e-01,-3.146141767501831055e+00
1.209999999999999964e-01,-3.067390441894531250e+00
1.219999999999999973e-01,-3.060202836990356445e+00
1.229999999999999982e-01,-3.060827970504760742e+00
1.239999999999999991e-01,-3.056452989578247070e+00
1.250000000000000000e-01,-3.052702903747558594e+00
1.260000000000000009e-01,-3.041765213012695312e+00
1.270000000000000018e-01,-3.037389993667602539e+00
1.280000000000000027e-01,-3.032702445983886719e+00
1.290000000000000036e-01,-3.020202398300170898e+00
