time,voltage
0.000000000000000000e+00,7.859495282173156738e-02
1.000000000000000021e-03,1.389083713293075562e-01
2.000000000000000042e-03,-1.835965514183044434e-01
3.000000000000000062e-03,-7.181203365325927734e+00
4.000000000000000083e-03,-9.615303039550781250e+00
5.000000000000000104e-03,-9.942182540893554688e+00
6.000000000000000125e-03,-9.652178764343261719e+00
7.000000000000000146e-03,-9.292173385620117188e+00
8.000000000000000167e-03,-9.204359054565429688e+00
8.999999999999999320e-03,-9.633428573608398438e+00
1.000000000000000021e-02,-1.014781093597412109e+01
1.099999999999999936e-02,-1.007030963897705078e+01
1.200000000000000025e-02,-1.014437389373779297e+01
1.299999999999999940e-02,-1.015156078338623047e+01
1.400000000000000029e-02,-1.011562347412109375e+01
1.499999999999999944e-02,-1.008093547821044922e+01
1.600000000000000033e-02,-1.014093589782714844e+01
1.700000000000000122e-02,-1.015343570709228516e+01
1.799999999999999864e-02,-1.013281059265136719e+01
1.899999999999999953e-02,-1.007593536376953125e+01
2.000000000000000042e-02,-1.010312271118164062e+01
2.100000000000000130e-02,-1.015187358856201172e+01
2.199999999999999872e-02,-1.014374828338623047e+01
2.299999999999999961e-02,-1.010343551635742188e+01
2.400000000000000050e-02,-1.008812236785888672e+01
2.500000000000000139e-02,-1.014937400817871094e+01
2.599999999999999881e-02,-1.014406108856201172e+01
2.699999999999999969e-02,-1.008812236785888672e+01
2.800000000000000058e-02,-1.010468578338623047e+01
2.900000000000000147e-02,-1.015187358856201172e+01
2.999999999999999889e-02,-1.014874839782714844e+01
3.099999999999999978e-02,-1.011374759674072266e+01
3.200000000000000067e-02,-1.007093524932861328e+01
3.300000000000000155e-02,-1.011562347412109375e+01
3.400000000000000244e-02,-1.014874839782714844e+01
3.500000000000000333e-02,-1.015218639373779297e+01
3.599999999999999728e-02,-1.012062358856201172e+01
3.699999999999999817e-02,-1.007312202453613281e+01
3.799999999999999906e-02,-1.012874794006347656e+01
3.899999999999999994e-02,-1.015406131744384766e+01
